"prod_id";"qty";"price";"discount";"members";"txn_id";"start_txn_time"
"5d267b";5;40;14;0;"cf6517";"2021-02-21 21:45:33"
"b9a74d";3;17;14;0;"cf6517";"2021-02-21 21:45:33"
"c4a632";5;13;19;1;"48b9d7";"2021-02-26 06:49:17"
"e83aa3";2;32;19;1;"48b9d7";"2021-02-26 06:49:17"
"e31d39";1;10;19;1;"48b9d7";"2021-02-26 06:49:17"
"d5e9a6";2;23;19;1;"48b9d7";"2021-02-26 06:49:17"
"5d267b";5;40;19;1;"48b9d7";"2021-02-26 06:49:17"
"c8d436";1;10;19;1;"48b9d7";"2021-02-26 06:49:17"
"2a2353";3;57;19;1;"48b9d7";"2021-02-26 06:49:17"
"b9a74d";1;17;19;1;"48b9d7";"2021-02-26 06:49:17"
"2feb6b";5;29;19;1;"48b9d7";"2021-02-26 06:49:17"
"72f5d4";3;19;5;1;"47251d";"2021-01-27 22:53:11"
"5d267b";5;40;5;1;"47251d";"2021-01-27 22:53:11"
"2a2353";5;57;5;1;"47251d";"2021-01-27 22:53:11"
"f084eb";2;36;5;1;"47251d";"2021-01-27 22:53:11"
"e83aa3";4;32;15;0;"c75ea6";"2021-03-03 04:17:20"
"e31d39";5;10;15;0;"c75ea6";"2021-03-03 04:17:20"
"72f5d4";2;19;15;0;"c75ea6";"2021-03-03 04:17:20"
"9ec847";4;54;15;0;"c75ea6";"2021-03-03 04:17:20"
"5d267b";1;40;15;0;"c75ea6";"2021-03-03 04:17:20"
"f084eb";5;36;15;0;"c75ea6";"2021-03-03 04:17:20"
"b9a74d";4;17;15;0;"c75ea6";"2021-03-03 04:17:20"
"2feb6b";5;29;15;0;"c75ea6";"2021-03-03 04:17:20"
"c4a632";1;13;10;1;"84a0f1";"2021-03-19 23:33:38"
"e31d39";4;10;10;1;"84a0f1";"2021-03-19 23:33:38"
"9ec847";5;54;10;1;"84a0f1";"2021-03-19 23:33:38"
"b9a74d";2;17;10;1;"84a0f1";"2021-03-19 23:33:38"
"2feb6b";1;29;10;1;"84a0f1";"2021-03-19 23:33:38"
"c4a632";4;13;9;0;"786c60";"2021-01-13 08:41:16"
"e83aa3";1;32;9;0;"786c60";"2021-01-13 08:41:16"
"e31d39";4;10;9;0;"786c60";"2021-01-13 08:41:16"
"d5e9a6";4;23;9;0;"786c60";"2021-01-13 08:41:16"
"72f5d4";1;19;9;0;"786c60";"2021-01-13 08:41:16"
"9ec847";2;54;9;0;"786c60";"2021-01-13 08:41:16"
"c8d436";5;10;9;0;"786c60";"2021-01-13 08:41:16"
"2a2353";4;57;9;0;"786c60";"2021-01-13 08:41:16"
"f084eb";1;36;9;0;"786c60";"2021-01-13 08:41:16"
"b9a74d";2;17;9;0;"786c60";"2021-01-13 08:41:16"
"c4a632";1;13;13;1;"500bf9";"2021-03-08 02:41:15"
"d5e9a6";1;23;13;1;"500bf9";"2021-03-08 02:41:15"
"9ec847";4;54;13;1;"500bf9";"2021-03-08 02:41:15"
"b9a74d";4;17;13;1;"500bf9";"2021-03-08 02:41:15"
"e83aa3";4;32;24;1;"034601";"2021-01-12 17:35:37"
"e31d39";4;10;24;1;"034601";"2021-01-12 17:35:37"
"9ec847";5;54;24;1;"034601";"2021-01-12 17:35:37"
"f084eb";3;36;24;1;"034601";"2021-01-12 17:35:37"
"b9a74d";3;17;24;1;"034601";"2021-01-12 17:35:37"
"e83aa3";4;32;1;1;"a88a5e";"2021-02-15 04:56:13"
"5d267b";4;40;1;1;"a88a5e";"2021-02-15 04:56:13"
"d5e9a6";3;23;19;0;"9a9653";"2021-02-08 09:12:50"
"c8d436";1;10;19;0;"9a9653";"2021-02-08 09:12:50"
"f084eb";2;36;19;0;"9a9653";"2021-02-08 09:12:50"
"b9a74d";2;17;19;0;"9a9653";"2021-02-08 09:12:50"
"2feb6b";2;29;19;0;"9a9653";"2021-02-08 09:12:50"
"c4a632";5;13;14;0;"1edc69";"2021-03-28 15:32:44"
"e83aa3";5;32;14;0;"1edc69";"2021-03-28 15:32:44"
"72f5d4";3;19;14;0;"1edc69";"2021-03-28 15:32:44"
"9ec847";5;54;14;0;"1edc69";"2021-03-28 15:32:44"
"c8d436";3;10;14;0;"1edc69";"2021-03-28 15:32:44"
"b9a74d";4;17;14;0;"1edc69";"2021-03-28 15:32:44"
"e83aa3";1;32;18;0;"638a7d";"2021-03-15 02:24:18"
"e31d39";2;10;18;0;"638a7d";"2021-03-15 02:24:18"
"d5e9a6";4;23;18;0;"638a7d";"2021-03-15 02:24:18"
"72f5d4";3;19;18;0;"638a7d";"2021-03-15 02:24:18"
"9ec847";3;54;18;0;"638a7d";"2021-03-15 02:24:18"
"5d267b";2;40;18;0;"638a7d";"2021-03-15 02:24:18"
"c8d436";2;10;18;0;"638a7d";"2021-03-15 02:24:18"
"2a2353";3;57;18;0;"638a7d";"2021-03-15 02:24:18"
"b9a74d";3;17;18;0;"638a7d";"2021-03-15 02:24:18"
"c4a632";5;13;1;0;"4bdb49";"2021-03-03 04:33:15"
"9ec847";2;54;1;0;"4bdb49";"2021-03-03 04:33:15"
"5d267b";2;40;1;0;"4bdb49";"2021-03-03 04:33:15"
"c8d436";1;10;1;0;"4bdb49";"2021-03-03 04:33:15"
"f084eb";5;36;1;0;"4bdb49";"2021-03-03 04:33:15"
"b9a74d";3;17;1;0;"4bdb49";"2021-03-03 04:33:15"
"2feb6b";2;29;1;0;"4bdb49";"2021-03-03 04:33:15"
"c4a632";2;13;13;1;"8f4908";"2021-03-24 21:30:36"
"e83aa3";4;32;13;1;"8f4908";"2021-03-24 21:30:36"
"d5e9a6";2;23;13;1;"8f4908";"2021-03-24 21:30:36"
"72f5d4";3;19;13;1;"8f4908";"2021-03-24 21:30:36"
"5d267b";4;40;13;1;"8f4908";"2021-03-24 21:30:36"
"f084eb";1;36;13;1;"8f4908";"2021-03-24 21:30:36"
"b9a74d";5;17;13;1;"8f4908";"2021-03-24 21:30:36"
"e31d39";2;10;20;1;"3132fb";"2021-02-11 01:59:35"
"d5e9a6";1;23;20;1;"3132fb";"2021-02-11 01:59:35"
"5d267b";4;40;20;1;"3132fb";"2021-02-11 01:59:35"
"2a2353";4;57;20;1;"3132fb";"2021-02-11 01:59:35"
"b9a74d";1;17;20;1;"3132fb";"2021-02-11 01:59:35"
"2feb6b";5;29;20;1;"3132fb";"2021-02-11 01:59:35"
"c4a632";5;13;12;1;"2cf0ed";"2021-01-24 00:59:46"
"e31d39";5;10;12;1;"2cf0ed";"2021-01-24 00:59:46"
"d5e9a6";4;23;12;1;"2cf0ed";"2021-01-24 00:59:46"
"2a2353";4;57;12;1;"2cf0ed";"2021-01-24 00:59:46"
"f084eb";2;36;12;1;"2cf0ed";"2021-01-24 00:59:46"
"2feb6b";5;29;12;1;"2cf0ed";"2021-01-24 00:59:46"
"e31d39";5;10;16;1;"9e0037";"2021-01-09 17:25:31"
"d5e9a6";1;23;16;1;"9e0037";"2021-01-09 17:25:31"
"72f5d4";1;19;16;1;"9e0037";"2021-01-09 17:25:31"
"f084eb";3;36;16;1;"9e0037";"2021-01-09 17:25:31"
"d5e9a6";5;23;7;1;"d1a249";"2021-02-07 21:22:20"
"72f5d4";4;19;7;1;"d1a249";"2021-02-07 21:22:20"
"9ec847";5;54;7;1;"d1a249";"2021-02-07 21:22:20"
"2a2353";3;57;7;1;"d1a249";"2021-02-07 21:22:20"
"2feb6b";3;29;7;1;"d1a249";"2021-02-07 21:22:20"
"c4a632";2;13;22;1;"f77cc2";"2021-02-08 12:29:28"
"e83aa3";5;32;22;1;"f77cc2";"2021-02-08 12:29:28"
"d5e9a6";3;23;22;1;"f77cc2";"2021-02-08 12:29:28"
"9ec847";3;54;22;1;"f77cc2";"2021-02-08 12:29:28"
"5d267b";3;40;22;1;"f77cc2";"2021-02-08 12:29:28"
"c8d436";5;10;22;1;"f77cc2";"2021-02-08 12:29:28"
"2a2353";5;57;22;1;"f77cc2";"2021-02-08 12:29:28"
"c4a632";2;13;9;1;"1928b1";"2021-03-25 08:47:13"
"e31d39";1;10;9;1;"1928b1";"2021-03-25 08:47:13"
"d5e9a6";1;23;9;1;"1928b1";"2021-03-25 08:47:13"
"9ec847";1;54;9;1;"1928b1";"2021-03-25 08:47:13"
"5d267b";3;40;9;1;"1928b1";"2021-03-25 08:47:13"
"2a2353";4;57;9;1;"1928b1";"2021-03-25 08:47:13"
"b9a74d";1;17;9;1;"1928b1";"2021-03-25 08:47:13"
"2feb6b";5;29;9;1;"1928b1";"2021-03-25 08:47:13"
"e83aa3";1;32;5;1;"c228e3";"2021-02-03 00:35:30"
"d5e9a6";3;23;5;1;"c228e3";"2021-02-03 00:35:30"
"72f5d4";3;19;5;1;"c228e3";"2021-02-03 00:35:30"
"2a2353";4;57;5;1;"c228e3";"2021-02-03 00:35:30"
"e31d39";2;10;23;1;"870d3b";"2021-01-20 14:29:25"
"9ec847";1;54;23;1;"870d3b";"2021-01-20 14:29:25"
"c8d436";4;10;23;1;"870d3b";"2021-01-20 14:29:25"
"2a2353";3;57;23;1;"870d3b";"2021-01-20 14:29:25"
"c4a632";3;13;22;1;"46f796";"2021-03-13 02:30:37"
"2a2353";2;57;22;1;"46f796";"2021-03-13 02:30:37"
"b9a74d";4;17;22;1;"46f796";"2021-03-13 02:30:37"
"d5e9a6";5;23;15;1;"24986f";"2021-01-09 03:30:35"
"72f5d4";3;19;15;1;"24986f";"2021-01-09 03:30:35"
"5d267b";3;40;15;1;"24986f";"2021-01-09 03:30:35"
"2a2353";4;57;15;1;"24986f";"2021-01-09 03:30:35"
"f084eb";1;36;15;1;"24986f";"2021-01-09 03:30:35"
"b9a74d";3;17;15;1;"24986f";"2021-01-09 03:30:35"
"e83aa3";4;32;2;1;"90e5ad";"2021-02-28 23:10:04"
"e31d39";4;10;2;1;"90e5ad";"2021-02-28 23:10:04"
"9ec847";3;54;2;1;"90e5ad";"2021-02-28 23:10:04"
"2a2353";2;57;2;1;"90e5ad";"2021-02-28 23:10:04"
"b9a74d";1;17;2;1;"90e5ad";"2021-02-28 23:10:04"
"c4a632";3;13;10;1;"31f568";"2021-01-13 17:48:43"
"e31d39";2;10;10;1;"31f568";"2021-01-13 17:48:43"
"72f5d4";4;19;10;1;"31f568";"2021-01-13 17:48:43"
"2feb6b";4;29;10;1;"31f568";"2021-01-13 17:48:43"
"e83aa3";1;32;15;1;"fb6b00";"2021-02-23 17:17:17"
"e31d39";4;10;15;1;"fb6b00";"2021-02-23 17:17:17"
"72f5d4";3;19;15;1;"fb6b00";"2021-02-23 17:17:17"
"9ec847";1;54;15;1;"fb6b00";"2021-02-23 17:17:17"
"5d267b";5;40;15;1;"fb6b00";"2021-02-23 17:17:17"
"2a2353";5;57;15;1;"fb6b00";"2021-02-23 17:17:17"
"f084eb";4;36;15;1;"fb6b00";"2021-02-23 17:17:17"
"2feb6b";5;29;15;1;"fb6b00";"2021-02-23 17:17:17"
"c4a632";2;13;18;1;"cf21fe";"2021-02-18 08:32:03"
"5d267b";4;40;18;1;"cf21fe";"2021-02-18 08:32:03"
"c8d436";4;10;18;1;"cf21fe";"2021-02-18 08:32:03"
"2feb6b";2;29;18;1;"cf21fe";"2021-02-18 08:32:03"
"e31d39";1;10;6;1;"a4586a";"2021-01-29 18:42:10"
"d5e9a6";3;23;6;1;"a4586a";"2021-01-29 18:42:10"
"c8d436";2;10;6;1;"a4586a";"2021-01-29 18:42:10"
"2a2353";5;57;6;1;"a4586a";"2021-01-29 18:42:10"
"f084eb";3;36;6;1;"a4586a";"2021-01-29 18:42:10"
"b9a74d";1;17;6;1;"a4586a";"2021-01-29 18:42:10"
"2feb6b";2;29;6;1;"a4586a";"2021-01-29 18:42:10"
"c4a632";4;13;16;0;"dfec5f";"2021-01-18 07:30:42"
"e83aa3";4;32;16;0;"dfec5f";"2021-01-18 07:30:42"
"e31d39";4;10;16;0;"dfec5f";"2021-01-18 07:30:42"
"72f5d4";4;19;16;0;"dfec5f";"2021-01-18 07:30:42"
"9ec847";3;54;16;0;"dfec5f";"2021-01-18 07:30:42"
"5d267b";1;40;16;0;"dfec5f";"2021-01-18 07:30:42"
"c8d436";2;10;16;0;"dfec5f";"2021-01-18 07:30:42"
"2a2353";4;57;16;0;"dfec5f";"2021-01-18 07:30:42"
"f084eb";5;36;16;0;"dfec5f";"2021-01-18 07:30:42"
"b9a74d";1;17;16;0;"dfec5f";"2021-01-18 07:30:42"
"c4a632";1;13;18;1;"7c7e2d";"2021-02-01 22:00:01"
"e83aa3";1;32;18;1;"7c7e2d";"2021-02-01 22:00:01"
"e31d39";5;10;18;1;"7c7e2d";"2021-02-01 22:00:01"
"72f5d4";5;19;18;1;"7c7e2d";"2021-02-01 22:00:01"
"9ec847";1;54;18;1;"7c7e2d";"2021-02-01 22:00:01"
"c8d436";1;10;18;1;"7c7e2d";"2021-02-01 22:00:01"
"2a2353";5;57;18;1;"7c7e2d";"2021-02-01 22:00:01"
"f084eb";2;36;18;1;"7c7e2d";"2021-02-01 22:00:01"
"b9a74d";5;17;18;1;"7c7e2d";"2021-02-01 22:00:01"
"e83aa3";3;32;0;1;"b7106e";"2021-01-22 11:50:12"
"9ec847";2;54;0;1;"b7106e";"2021-01-22 11:50:12"
"c8d436";1;10;0;1;"b7106e";"2021-01-22 11:50:12"
"2a2353";3;57;0;1;"b7106e";"2021-01-22 11:50:12"
"b9a74d";4;17;0;1;"b7106e";"2021-01-22 11:50:12"
"9ec847";3;54;6;1;"9ae921";"2021-03-22 03:08:09"
"5d267b";2;40;6;1;"9ae921";"2021-03-22 03:08:09"
"2a2353";2;57;6;1;"9ae921";"2021-03-22 03:08:09"
"f084eb";2;36;6;1;"9ae921";"2021-03-22 03:08:09"
"b9a74d";4;17;6;1;"9ae921";"2021-03-22 03:08:09"
"e83aa3";4;32;1;1;"023ace";"2021-02-15 01:51:16"
"d5e9a6";5;23;1;1;"023ace";"2021-02-15 01:51:16"
"9ec847";2;54;1;1;"023ace";"2021-02-15 01:51:16"
"c8d436";3;10;1;1;"023ace";"2021-02-15 01:51:16"
"b9a74d";2;17;1;1;"023ace";"2021-02-15 01:51:16"
"d5e9a6";4;23;22;1;"d7b455";"2021-01-29 13:20:30"
"72f5d4";4;19;22;1;"d7b455";"2021-01-29 13:20:30"
"5d267b";5;40;22;1;"d7b455";"2021-01-29 13:20:30"
"2a2353";3;57;22;1;"d7b455";"2021-01-29 13:20:30"
"f084eb";5;36;22;1;"d7b455";"2021-01-29 13:20:30"
"c4a632";2;13;4;0;"f16705";"2021-02-24 01:06:26"
"e31d39";4;10;4;0;"f16705";"2021-02-24 01:06:26"
"d5e9a6";1;23;4;0;"f16705";"2021-02-24 01:06:26"
"72f5d4";3;19;4;0;"f16705";"2021-02-24 01:06:26"
"9ec847";2;54;4;0;"f16705";"2021-02-24 01:06:26"
"b9a74d";3;17;4;0;"f16705";"2021-02-24 01:06:26"
"2feb6b";1;29;4;0;"f16705";"2021-02-24 01:06:26"
"e83aa3";5;32;18;0;"8d2c78";"2021-03-02 01:26:51"
"e31d39";1;10;18;0;"8d2c78";"2021-03-02 01:26:51"
"72f5d4";2;19;18;0;"8d2c78";"2021-03-02 01:26:51"
"f084eb";1;36;18;0;"8d2c78";"2021-03-02 01:26:51"
"d5e9a6";3;23;16;1;"28d244";"2021-02-20 06:45:04"
"9ec847";2;54;16;1;"28d244";"2021-02-20 06:45:04"
"5d267b";1;40;16;1;"28d244";"2021-02-20 06:45:04"
"c8d436";4;10;16;1;"28d244";"2021-02-20 06:45:04"
"2a2353";4;57;16;1;"28d244";"2021-02-20 06:45:04"
"f084eb";3;36;16;1;"28d244";"2021-02-20 06:45:04"
"c4a632";4;13;22;0;"d499f9";"2021-02-13 19:04:21"
"d5e9a6";4;23;22;0;"d499f9";"2021-02-13 19:04:21"
"9ec847";3;54;22;0;"d499f9";"2021-02-13 19:04:21"
"5d267b";1;40;22;0;"d499f9";"2021-02-13 19:04:21"
"c8d436";1;10;22;0;"d499f9";"2021-02-13 19:04:21"
"2a2353";4;57;22;0;"d499f9";"2021-02-13 19:04:21"
"f084eb";5;36;22;0;"d499f9";"2021-02-13 19:04:21"
"b9a74d";2;17;22;0;"d499f9";"2021-02-13 19:04:21"
"c4a632";2;13;22;1;"3fcd70";"2021-02-15 07:06:06"
"72f5d4";4;19;22;1;"3fcd70";"2021-02-15 07:06:06"
"9ec847";5;54;22;1;"3fcd70";"2021-02-15 07:06:06"
"f084eb";4;36;22;1;"3fcd70";"2021-02-15 07:06:06"
"b9a74d";1;17;22;1;"3fcd70";"2021-02-15 07:06:06"
"2feb6b";2;29;22;1;"3fcd70";"2021-02-15 07:06:06"
"e31d39";4;10;23;1;"4f6a83";"2021-02-07 16:17:01"
"d5e9a6";2;23;23;1;"4f6a83";"2021-02-07 16:17:01"
"9ec847";5;54;23;1;"4f6a83";"2021-02-07 16:17:01"
"c8d436";1;10;23;1;"4f6a83";"2021-02-07 16:17:01"
"2feb6b";5;29;23;1;"4f6a83";"2021-02-07 16:17:01"
"c4a632";1;13;19;0;"572c3a";"2021-01-09 23:57:30"
"e83aa3";3;32;19;0;"572c3a";"2021-01-09 23:57:30"
"e31d39";4;10;19;0;"572c3a";"2021-01-09 23:57:30"
"d5e9a6";5;23;19;0;"572c3a";"2021-01-09 23:57:30"
"9ec847";5;54;19;0;"572c3a";"2021-01-09 23:57:30"
"5d267b";3;40;19;0;"572c3a";"2021-01-09 23:57:30"
"c8d436";1;10;19;0;"572c3a";"2021-01-09 23:57:30"
"2a2353";3;57;19;0;"572c3a";"2021-01-09 23:57:30"
"f084eb";1;36;19;0;"572c3a";"2021-01-09 23:57:30"
"2feb6b";1;29;19;0;"572c3a";"2021-01-09 23:57:30"
"c4a632";2;13;12;0;"04970c";"2021-01-28 10:03:47"
"e31d39";2;10;12;0;"04970c";"2021-01-28 10:03:47"
"72f5d4";3;19;12;0;"04970c";"2021-01-28 10:03:47"
"9ec847";4;54;12;0;"04970c";"2021-01-28 10:03:47"
"c8d436";5;10;12;0;"04970c";"2021-01-28 10:03:47"
"c4a632";3;13;16;1;"8d1375";"2021-03-15 19:41:11"
"e83aa3";3;32;16;1;"8d1375";"2021-03-15 19:41:11"
"72f5d4";4;19;16;1;"8d1375";"2021-03-15 19:41:11"
"5d267b";2;40;16;1;"8d1375";"2021-03-15 19:41:11"
"c8d436";2;10;16;1;"8d1375";"2021-03-15 19:41:11"
"2a2353";5;57;16;1;"8d1375";"2021-03-15 19:41:11"
"f084eb";5;36;16;1;"8d1375";"2021-03-15 19:41:11"
"2feb6b";2;29;16;1;"8d1375";"2021-03-15 19:41:11"
"c4a632";4;13;0;0;"95ef47";"2021-01-20 18:38:25"
"e31d39";3;10;0;0;"95ef47";"2021-01-20 18:38:25"
"d5e9a6";5;23;0;0;"95ef47";"2021-01-20 18:38:25"
"72f5d4";1;19;0;0;"95ef47";"2021-01-20 18:38:25"
"9ec847";3;54;0;0;"95ef47";"2021-01-20 18:38:25"
"5d267b";1;40;0;0;"95ef47";"2021-01-20 18:38:25"
"c8d436";3;10;0;0;"95ef47";"2021-01-20 18:38:25"
"2a2353";4;57;0;0;"95ef47";"2021-01-20 18:38:25"
"b9a74d";1;17;0;0;"95ef47";"2021-01-20 18:38:25"
"c4a632";2;13;19;1;"9a36b3";"2021-01-24 23:26:15"
"e83aa3";3;32;19;1;"9a36b3";"2021-01-24 23:26:15"
"e31d39";1;10;19;1;"9a36b3";"2021-01-24 23:26:15"
"72f5d4";1;19;19;1;"9a36b3";"2021-01-24 23:26:15"
"9ec847";3;54;19;1;"9a36b3";"2021-01-24 23:26:15"
"5d267b";5;40;19;1;"9a36b3";"2021-01-24 23:26:15"
"c8d436";4;10;19;1;"9a36b3";"2021-01-24 23:26:15"
"f084eb";1;36;19;1;"9a36b3";"2021-01-24 23:26:15"
"b9a74d";4;17;19;1;"9a36b3";"2021-01-24 23:26:15"
"2feb6b";5;29;19;1;"9a36b3";"2021-01-24 23:26:15"
"72f5d4";2;19;6;1;"7db661";"2021-01-18 04:02:51"
"5d267b";5;40;6;1;"7db661";"2021-01-18 04:02:51"
"c8d436";4;10;6;1;"7db661";"2021-01-18 04:02:51"
"b9a74d";2;17;6;1;"7db661";"2021-01-18 04:02:51"
"c4a632";3;13;17;1;"3424ed";"2021-01-20 23:52:41"
"e83aa3";1;32;17;1;"3424ed";"2021-01-20 23:52:41"
"e31d39";4;10;17;1;"3424ed";"2021-01-20 23:52:41"
"9ec847";3;54;17;1;"3424ed";"2021-01-20 23:52:41"
"5d267b";2;40;17;1;"3424ed";"2021-01-20 23:52:41"
"b9a74d";4;17;17;1;"3424ed";"2021-01-20 23:52:41"
"e83aa3";1;32;13;1;"16463d";"2021-01-20 07:26:39"
"72f5d4";5;19;13;1;"16463d";"2021-01-20 07:26:39"
"9ec847";5;54;13;1;"16463d";"2021-01-20 07:26:39"
"5d267b";1;40;13;1;"16463d";"2021-01-20 07:26:39"
"2a2353";4;57;13;1;"16463d";"2021-01-20 07:26:39"
"b9a74d";3;17;13;1;"16463d";"2021-01-20 07:26:39"
"d5e9a6";1;23;21;1;"27be37";"2021-01-20 00:46:56"
"9ec847";5;54;21;1;"27be37";"2021-01-20 00:46:56"
"c8d436";2;10;21;1;"27be37";"2021-01-20 00:46:56"
"2a2353";2;57;21;1;"27be37";"2021-01-20 00:46:56"
"2feb6b";1;29;21;1;"27be37";"2021-01-20 00:46:56"
"c4a632";3;13;2;1;"354cfd";"2021-03-21 09:17:42"
"e31d39";5;10;2;1;"354cfd";"2021-03-21 09:17:42"
"9ec847";5;54;2;1;"354cfd";"2021-03-21 09:17:42"
"c8d436";5;10;2;1;"354cfd";"2021-03-21 09:17:42"
"2a2353";3;57;2;1;"354cfd";"2021-03-21 09:17:42"
"b9a74d";1;17;2;1;"354cfd";"2021-03-21 09:17:42"
"e83aa3";2;32;21;0;"3c2972";"2021-02-16 09:44:38"
"e31d39";5;10;21;0;"3c2972";"2021-02-16 09:44:38"
"d5e9a6";3;23;21;0;"3c2972";"2021-02-16 09:44:38"
"72f5d4";3;19;21;0;"3c2972";"2021-02-16 09:44:38"
"5d267b";2;40;21;0;"3c2972";"2021-02-16 09:44:38"
"c8d436";2;10;21;0;"3c2972";"2021-02-16 09:44:38"
"2a2353";1;57;21;0;"3c2972";"2021-02-16 09:44:38"
"2feb6b";3;29;21;0;"3c2972";"2021-02-16 09:44:38"
"e31d39";4;10;4;1;"916293";"2021-03-23 15:32:02"
"d5e9a6";3;23;4;1;"916293";"2021-03-23 15:32:02"
"b9a74d";4;17;4;1;"916293";"2021-03-23 15:32:02"
"2feb6b";4;29;4;1;"916293";"2021-03-23 15:32:02"
"e83aa3";2;32;18;1;"144b5e";"2021-01-28 21:18:24"
"e31d39";2;10;18;1;"144b5e";"2021-01-28 21:18:24"
"72f5d4";1;19;18;1;"144b5e";"2021-01-28 21:18:24"
"5d267b";5;40;18;1;"144b5e";"2021-01-28 21:18:24"
"f084eb";1;36;18;1;"144b5e";"2021-01-28 21:18:24"
"c4a632";4;13;0;0;"f4dfc4";"2021-01-24 00:02:18"
"72f5d4";4;19;0;0;"f4dfc4";"2021-01-24 00:02:18"
"5d267b";3;40;0;0;"f4dfc4";"2021-01-24 00:02:18"
"2a2353";3;57;0;0;"f4dfc4";"2021-01-24 00:02:18"
"c4a632";5;13;12;1;"f84e54";"2021-02-23 17:24:06"
"e83aa3";4;32;12;1;"f84e54";"2021-02-23 17:24:06"
"d5e9a6";3;23;12;1;"f84e54";"2021-02-23 17:24:06"
"9ec847";3;54;12;1;"f84e54";"2021-02-23 17:24:06"
"5d267b";5;40;12;1;"f84e54";"2021-02-23 17:24:06"
"f084eb";4;36;12;1;"f84e54";"2021-02-23 17:24:06"
"2feb6b";2;29;12;1;"f84e54";"2021-02-23 17:24:06"
"c4a632";2;13;8;1;"76dbcb";"2021-03-02 14:48:40"
"e83aa3";1;32;8;1;"76dbcb";"2021-03-02 14:48:40"
"e31d39";1;10;8;1;"76dbcb";"2021-03-02 14:48:40"
"72f5d4";3;19;8;1;"76dbcb";"2021-03-02 14:48:40"
"c8d436";1;10;8;1;"76dbcb";"2021-03-02 14:48:40"
"2a2353";4;57;8;1;"76dbcb";"2021-03-02 14:48:40"
"f084eb";5;36;8;1;"76dbcb";"2021-03-02 14:48:40"
"c4a632";5;13;8;0;"2178e8";"2021-01-05 05:49:37"
"e83aa3";1;32;8;0;"2178e8";"2021-01-05 05:49:37"
